entity_id,n_records,record_ids,mean_link_confidence,issues,flagged
11,30,"['nypl_1851_1852_doggetts_001018', 'nypl_1851_1852_doggetts_001019', 'nypl_1851_1852_doggetts_001020', 'nypl_1851_1852_doggetts_001341', 'nypl_1851_1852_doggetts_001342', 'nypl_1851_1852_doggetts_001344', 'nypl_1851_1852_doggetts_001345', 'nypl_1851_1852_doggetts_001346', 'nypl_1851_1852_doggetts_001349', 'nypl_1851_1852_doggetts_001350', 'nypl_1851_1852_doggetts_001353', 'nypl_1851_1852_doggetts_001355', 'nypl_1851_1852_doggetts_001358', 'nypl_1851_1852_doggetts_001651', 'nypl_1851_1852_doggetts_001653', 'nypl_1851_1852_doggetts_002345', 'nypl_1851_1852_doggetts_002346', 'nypl_1851_1852_doggetts_005390', 'nypl_1851_1852_doggetts_005403', 'nypl_1851_1852_doggetts_005608', 'nypl_1851_1852_doggetts_006113', 'nypl_1851_1852_doggetts_006204', 'nypl_1851_1852_doggetts_006541', 'nypl_1851_1852_doggetts_006542', 'nypl_1851_1852_doggetts_006869', 'nypl_1851_1852_doggetts_006928', 'nypl_1851_1852_doggetts_006929', 'nypl_1851_1852_doggetts_006931', 'nypl_1851_1852_doggetts_006933', 'nypl_1851_1852_doggetts_006938']",0.5782894736842105,['multi_match'],True
12,4,"['nypl_1851_1852_doggetts_001989', 'nypl_1851_1852_doggetts_002295', 'nypl_1851_1852_doggetts_002301', 'nypl_1851_1852_doggetts_002318']",0.593,"['multi_match', 'conflicting_occupation']",True
13,11,"['nypl_1851_1852_doggetts_000380', 'nypl_1851_1852_doggetts_005187', 'nypl_1851_1852_doggetts_005188', 'nypl_1851_1852_doggetts_005189', 'nypl_1851_1852_doggetts_005190', 'nypl_1851_1852_doggetts_005191', 'nypl_1851_1852_doggetts_005194', 'nypl_1851_1852_doggetts_005195', 'nypl_1851_1852_doggetts_005200', 'nypl_1851_1852_doggetts_005208', 'nypl_1851_1852_doggetts_005210']",0.5426923076923077,['multi_match'],True
14,4,"['nypl_1851_1852_doggetts_006835', 'nypl_1851_1852_doggetts_006837', 'nypl_1851_1852_doggetts_006838', 'nypl_1851_1852_doggetts_006839']",0.5716666666666667,['multi_match'],True
15,2,"['nypl_1851_1852_doggetts_007848', 'nypl_1851_1852_doggetts_007851']",0.625,[],False
16,2,"['nypl_1851_1852_doggetts_002991', 'nypl_1851_1852_doggetts_003146']",0.515,[],False
17,2,"['nypl_1851_1852_doggetts_001458', 'nypl_1851_1852_doggetts_006576']",0.51,[],False
18,5,"['nypl_1851_1852_doggetts_000074', 'nypl_1851_1852_doggetts_000075', 'nypl_1851_1852_doggetts_000079', 'nypl_1851_1852_doggetts_000081', 'nypl_1851_1852_doggetts_000090']",0.6990000000000001,"['multi_match', 'conflicting_occupation']",True
19,12,"['nypl_1851_1852_doggetts_003573', 'nypl_1851_1852_doggetts_003703', 'nypl_1851_1852_doggetts_004968', 'nypl_1851_1852_doggetts_004972', 'nypl_1851_1852_doggetts_004974', 'nypl_1851_1852_doggetts_004976', 'nypl_1851_1852_doggetts_004978', 'nypl_1851_1852_doggetts_004979', 'nypl_1851_1852_doggetts_005945', 'nypl_1851_1852_doggetts_005946', 'nypl_1851_1852_doggetts_005947', 'nypl_1851_1852_doggetts_005951']",0.5376923076923077,"['multi_match', 'conflicting_occupation']",True
20,5,"['nypl_1851_1852_doggetts_004708', 'nypl_1851_1852_doggetts_006789', 'nypl_1851_1852_doggetts_006793', 'nypl_1851_1852_doggetts_006795', 'nypl_1851_1852_doggetts_006813']",0.54,['multi_match'],True
21,3,"['nypl_1851_1852_doggetts_004755', 'nypl_1851_1852_doggetts_004756', 'nypl_1851_1852_doggetts_004866']",0.5283333333333333,['multi_match'],True
22,32,"['nypl_1851_1852_doggetts_000390', 'nypl_1851_1852_doggetts_000416', 'nypl_1851_1852_doggetts_000419', 'nypl_1851_1852_doggetts_000434', 'nypl_1851_1852_doggetts_000435', 'nypl_1851_1852_doggetts_000437', 'nypl_1851_1852_doggetts_000885', 'nypl_1851_1852_doggetts_000886', 'nypl_1851_1852_doggetts_002593', 'nypl_1851_1852_doggetts_003763', 'nypl_1851_1852_doggetts_003764', 'nypl_1851_1852_doggetts_003802', 'nypl_1851_1852_doggetts_004600', 'nypl_1851_1852_doggetts_004604', 'nypl_1851_1852_doggetts_004605', 'nypl_1851_1852_doggetts_004812', 'nypl_1851_1852_doggetts_004940', 'nypl_1851_1852_doggetts_004941', 'nypl_1851_1852_doggetts_004943', 'nypl_1851_1852_doggetts_004944', 'nypl_1851_1852_doggetts_004945', 'nypl_1851_1852_doggetts_004946', 'nypl_1851_1852_doggetts_004947', 'nypl_1851_1852_doggetts_004949', 'nypl_1851_1852_doggetts_004950', 'nypl_1851_1852_doggetts_004951', 'nypl_1851_1852_doggetts_004952', 'nypl_1851_1852_doggetts_004962', 'nypl_1851_1852_doggetts_005138', 'nypl_1851_1852_doggetts_005139', 'nypl_1851_1852_doggetts_005140', 'nypl_1851_1852_doggetts_005141']",0.5839090909090908,"['multi_match', 'conflicting_occupation']",True
23,2,"['nypl_1851_1852_doggetts_002263', 'nypl_1851_1852_doggetts_002265']",0.655,[],False
24,2,"['nypl_1851_1852_doggetts_005359', 'nypl_1851_1852_doggetts_005373']",0.79,[],False
25,2,"['nypl_1851_1852_doggetts_002614', 'nypl_1851_1852_doggetts_006413']",0.85,[],False
26,2,"['nypl_1851_1852_doggetts_006549', 'nypl_1851_1852_doggetts_006550']",1.0,[],False
27,2,"['nypl_1851_1852_doggetts_003049', 'nypl_1851_1852_doggetts_003060']",0.53,[],False
28,6,"['nypl_1851_1852_doggetts_000509', 'nypl_1851_1852_doggetts_000561', 'nypl_1851_1852_doggetts_000564', 'nypl_1851_1852_doggetts_000566', 'nypl_1851_1852_doggetts_006715', 'nypl_1851_1852_doggetts_006718']",0.5663636363636363,['multi_match'],True
29,2,"['nypl_1851_1852_doggetts_002127', 'nypl_1851_1852_doggetts_002332']",0.555,[],False
30,4,"['nypl_1851_1852_doggetts_003553', 'nypl_1851_1852_doggetts_003561', 'nypl_1851_1852_doggetts_003720', 'nypl_1851_1852_doggetts_004996']",0.7116666666666666,"['multi_match', 'conflicting_occupation']",True
31,2,"['nypl_1851_1852_doggetts_001761', 'nypl_1851_1852_doggetts_001762']",0.94,[],False
32,2,"['nypl_1851_1852_doggetts_003461', 'nypl_1851_1852_doggetts_004117']",0.54,[],False
33,2,"['nypl_1851_1852_doggetts_005499', 'nypl_1851_1852_doggetts_005500']",0.955,[],False
34,2,"['nypl_1851_1852_doggetts_001173', 'nypl_1851_1852_doggetts_006896']",0.54,[],False
35,4,"['nypl_1851_1852_doggetts_001269', 'nypl_1851_1852_doggetts_001270', 'nypl_1851_1852_doggetts_001277', 'nypl_1851_1852_doggetts_001278']",0.535,['multi_match'],True
36,3,"['nypl_1851_1852_doggetts_006801', 'nypl_1851_1852_doggetts_006802', 'nypl_1851_1852_doggetts_006818']",0.5525,['multi_match'],True
37,53,"['nypl_1851_1852_doggetts_002888', 'nypl_1851_1852_doggetts_002889', 'nypl_1851_1852_doggetts_002891', 'nypl_1851_1852_doggetts_002894', 'nypl_1851_1852_doggetts_002895', 'nypl_1851_1852_doggetts_002896', 'nypl_1851_1852_doggetts_002901', 'nypl_1851_1852_doggetts_002902', 'nypl_1851_1852_doggetts_002903', 'nypl_1851_1852_doggetts_002904', 'nypl_1851_1852_doggetts_002905', 'nypl_1851_1852_doggetts_002906', 'nypl_1851_1852_doggetts_002908', 'nypl_1851_1852_doggetts_002911', 'nypl_1851_1852_doggetts_002913', 'nypl_1851_1852_doggetts_002915', 'nypl_1851_1852_doggetts_002917', 'nypl_1851_1852_doggetts_002919', 'nypl_1851_1852_doggetts_002922', 'nypl_1851_1852_doggetts_002924', 'nypl_1851_1852_doggetts_002925', 'nypl_1851_1852_doggetts_002929', 'nypl_1851_1852_doggetts_002930', 'nypl_1851_1852_doggetts_002931', 'nypl_1851_1852_doggetts_002933', 'nypl_1851_1852_doggetts_002935', 'nypl_1851_1852_doggetts_002937', 'nypl_1851_1852_doggetts_002938', 'nypl_1851_1852_doggetts_002939', 'nypl_1851_1852_doggetts_002940', 'nypl_1851_1852_doggetts_002942', 'nypl_1851_1852_doggetts_002943', 'nypl_1851_1852_doggetts_002944', 'nypl_1851_1852_doggetts_002945', 'nypl_1851_1852_doggetts_002946', 'nypl_1851_1852_doggetts_002948', 'nypl_1851_1852_doggetts_002949', 'nypl_1851_1852_doggetts_002950', 'nypl_1851_1852_doggetts_002951', 'nypl_1851_1852_doggetts_002952', 'nypl_1851_1852_doggetts_003111', 'nypl_1851_1852_doggetts_003112', 'nypl_1851_1852_doggetts_003113', 'nypl_1851_1852_doggetts_003115', 'nypl_1851_1852_doggetts_003116', 'nypl_1851_1852_doggetts_003117', 'nypl_1851_1852_doggetts_003118', 'nypl_1851_1852_doggetts_003119', 'nypl_1851_1852_doggetts_003120', 'nypl_1851_1852_doggetts_003124', 'nypl_1851_1852_doggetts_003128', 'nypl_1851_1852_doggetts_003183', 'nypl_1851_1852_doggetts_006726']",0.5989473684210528,"['multi_match', 'conflicting_occupation']",True
38,10,"['nypl_1851_1852_doggetts_007160', 'nypl_1851_1852_doggetts_007178', 'nypl_1851_1852_doggetts_007192', 'nypl_1851_1852_doggetts_007197', 'nypl_1851_1852_doggetts_007269', 'nypl_1851_1852_doggetts_007270', 'nypl_1851_1852_doggetts_007276', 'nypl_1851_1852_doggetts_007277', 'nypl_1851_1852_doggetts_007279', 'nypl_1851_1852_doggetts_007286']",0.5623333333333334,['multi_match'],True
39,2,"['nypl_1851_1852_doggetts_003269', 'nypl_1851_1852_doggetts_003316']",0.69,[],False
40,2,"['nypl_1851_1852_doggetts_002162', 'nypl_1851_1852_doggetts_002193']",0.555,[],False
41,2,"['nypl_1851_1852_doggetts_001630', 'nypl_1851_1852_doggetts_005643']",0.525,['conflicting_occupation'],True
42,4,"['nypl_1851_1852_doggetts_007189', 'nypl_1851_1852_doggetts_007316', 'nypl_1851_1852_doggetts_007317', 'nypl_1851_1852_doggetts_007318']",0.5283333333333333,['multi_match'],True
43,2,"['nypl_1851_1852_doggetts_000059', 'nypl_1851_1852_doggetts_000184']",0.52,[],False
44,2,"['nypl_1851_1852_doggetts_002740', 'nypl_1851_1852_doggetts_003864']",0.555,[],False
45,2,"['nypl_1851_1852_doggetts_001145', 'nypl_1851_1852_doggetts_001158']",0.65,[],False
46,2,"['nypl_1851_1852_doggetts_004667', 'nypl_1851_1852_doggetts_004745']",0.555,[],False
47,2,"['nypl_1851_1852_doggetts_007681', 'nypl_1851_1852_doggetts_007840']",0.605,[],False
48,3,"['nypl_1851_1852_doggetts_001814', 'nypl_1851_1852_doggetts_001819', 'nypl_1851_1852_doggetts_005707']",0.5375000000000001,['multi_match'],True
49,4,"['nypl_1851_1852_doggetts_004533', 'nypl_1851_1852_doggetts_004536', 'nypl_1851_1852_doggetts_004540', 'nypl_1851_1852_doggetts_004541']",0.5308333333333334,['multi_match'],True
50,2,"['nypl_1851_1852_doggetts_000808', 'nypl_1851_1852_doggetts_000810']",0.555,[],False
51,2,"['nypl_1851_1852_doggetts_003050', 'nypl_1851_1852_doggetts_003058']",0.6,[],False
52,2,"['nypl_1851_1852_doggetts_007322', 'nypl_1851_1852_doggetts_007335']",0.625,[],False
53,2,"['nypl_1851_1852_doggetts_000939', 'nypl_1851_1852_doggetts_000941']",0.555,[],False
54,5,"['nypl_1851_1852_doggetts_000384', 'nypl_1851_1852_doggetts_000385', 'nypl_1851_1852_doggetts_005192', 'nypl_1851_1852_doggetts_005193', 'nypl_1851_1852_doggetts_005199']",0.525,['multi_match'],True
55,3,"['nypl_1851_1852_doggetts_002328', 'nypl_1851_1852_doggetts_005301', 'nypl_1851_1852_doggetts_005839']",0.5375000000000001,['multi_match'],True
56,2,"['nypl_1851_1852_doggetts_001594', 'nypl_1851_1852_doggetts_001597']",0.72,[],False
57,2,"['nypl_1851_1852_doggetts_004278', 'nypl_1851_1852_doggetts_004279']",0.555,[],False
58,2,"['nypl_1851_1852_doggetts_004408', 'nypl_1851_1852_doggetts_004537']",0.74,[],False
59,2,"['nypl_1851_1852_doggetts_001939', 'nypl_1851_1852_doggetts_001942']",0.555,[],False
60,5,"['nypl_1851_1852_doggetts_006131', 'nypl_1851_1852_doggetts_006135', 'nypl_1851_1852_doggetts_006137', 'nypl_1851_1852_doggetts_006141', 'nypl_1851_1852_doggetts_006142']",0.5349999999999999,"['multi_match', 'conflicting_occupation']",True
61,2,"['nypl_1851_1852_doggetts_005467', 'nypl_1851_1852_doggetts_006033']",0.55,['conflicting_occupation'],True
62,3,"['nypl_1851_1852_doggetts_003521', 'nypl_1851_1852_doggetts_003522', 'nypl_1851_1852_doggetts_003527']",0.6525000000000001,['multi_match'],True
63,19,"['nypl_1851_1852_doggetts_004453', 'nypl_1851_1852_doggetts_004568', 'nypl_1851_1852_doggetts_004573', 'nypl_1851_1852_doggetts_004574', 'nypl_1851_1852_doggetts_004597', 'nypl_1851_1852_doggetts_004607', 'nypl_1851_1852_doggetts_004626', 'nypl_1851_1852_doggetts_004627', 'nypl_1851_1852_doggetts_004632', 'nypl_1851_1852_doggetts_004633', 'nypl_1851_1852_doggetts_004634', 'nypl_1851_1852_doggetts_004636', 'nypl_1851_1852_doggetts_004655', 'nypl_1851_1852_doggetts_004656', 'nypl_1851_1852_doggetts_004658', 'nypl_1851_1852_doggetts_004726', 'nypl_1851_1852_doggetts_004727', 'nypl_1851_1852_doggetts_004728', 'nypl_1851_1852_doggetts_004814']",0.5581,"['multi_match', 'conflicting_occupation']",True
64,10,"['nypl_1851_1852_doggetts_001535', 'nypl_1851_1852_doggetts_002511', 'nypl_1851_1852_doggetts_002529', 'nypl_1851_1852_doggetts_002530', 'nypl_1851_1852_doggetts_002532', 'nypl_1851_1852_doggetts_002534', 'nypl_1851_1852_doggetts_002537', 'nypl_1851_1852_doggetts_002558', 'nypl_1851_1852_doggetts_002581', 'nypl_1851_1852_doggetts_006295']",0.5865625,"['multi_match', 'conflicting_occupation']",True
65,48,"['nypl_1851_1852_doggetts_001678', 'nypl_1851_1852_doggetts_001700', 'nypl_1851_1852_doggetts_001701', 'nypl_1851_1852_doggetts_001702', 'nypl_1851_1852_doggetts_001706', 'nypl_1851_1852_doggetts_001707', 'nypl_1851_1852_doggetts_001708', 'nypl_1851_1852_doggetts_001709', 'nypl_1851_1852_doggetts_001710', 'nypl_1851_1852_doggetts_001711', 'nypl_1851_1852_doggetts_002248', 'nypl_1851_1852_doggetts_002666', 'nypl_1851_1852_doggetts_002667', 'nypl_1851_1852_doggetts_003575', 'nypl_1851_1852_doggetts_003576', 'nypl_1851_1852_doggetts_005022', 'nypl_1851_1852_doggetts_005023', 'nypl_1851_1852_doggetts_005024', 'nypl_1851_1852_doggetts_005025', 'nypl_1851_1852_doggetts_005026', 'nypl_1851_1852_doggetts_005027', 'nypl_1851_1852_doggetts_005031', 'nypl_1851_1852_doggetts_005032', 'nypl_1851_1852_doggetts_005033', 'nypl_1851_1852_doggetts_005034', 'nypl_1851_1852_doggetts_005036', 'nypl_1851_1852_doggetts_005037', 'nypl_1851_1852_doggetts_005038', 'nypl_1851_1852_doggetts_005040', 'nypl_1851_1852_doggetts_005088', 'nypl_1851_1852_doggetts_005089', 'nypl_1851_1852_doggetts_005090', 'nypl_1851_1852_doggetts_005092', 'nypl_1851_1852_doggetts_005968', 'nypl_1851_1852_doggetts_005969', 'nypl_1851_1852_doggetts_005970', 'nypl_1851_1852_doggetts_005974', 'nypl_1851_1852_doggetts_005976', 'nypl_1851_1852_doggetts_005977', 'nypl_1851_1852_doggetts_005978', 'nypl_1851_1852_doggetts_005979', 'nypl_1851_1852_doggetts_005980', 'nypl_1851_1852_doggetts_005982', 'nypl_1851_1852_doggetts_005983', 'nypl_1851_1852_doggetts_005986', 'nypl_1851_1852_doggetts_005989', 'nypl_1851_1852_doggetts_005990', 'nypl_1851_1852_doggetts_005991']",0.6050990099009901,"['multi_match', 'conflicting_occupation']",True
66,2,"['nypl_1851_1852_doggetts_001660', 'nypl_1851_1852_doggetts_001661']",0.56,[],False
67,3,"['nypl_1851_1852_doggetts_001359', 'nypl_1851_1852_doggetts_006882', 'nypl_1851_1852_doggetts_006884']",0.5275000000000001,['multi_match'],True
68,2,"['nypl_1851_1852_doggetts_001117', 'nypl_1851_1852_doggetts_002222']",0.515,[],False
69,2,"['nypl_1851_1852_doggetts_000805', 'nypl_1851_1852_doggetts_000806']",0.58,[],False
70,2,"['nypl_1851_1852_doggetts_006195', 'nypl_1851_1852_doggetts_006522']",0.565,[],False
71,5,"['nypl_1851_1852_doggetts_001177', 'nypl_1851_1852_doggetts_001178', 'nypl_1851_1852_doggetts_001179', 'nypl_1851_1852_doggetts_002491', 'nypl_1851_1852_doggetts_006049']",0.52875,['multi_match'],True
72,28,"['nypl_1851_1852_doggetts_001058', 'nypl_1851_1852_doggetts_001059', 'nypl_1851_1852_doggetts_001060', 'nypl_1851_1852_doggetts_001416', 'nypl_1851_1852_doggetts_001439', 'nypl_1851_1852_doggetts_001440', 'nypl_1851_1852_doggetts_001448', 'nypl_1851_1852_doggetts_001449', 'nypl_1851_1852_doggetts_001452', 'nypl_1851_1852_doggetts_001453', 'nypl_1851_1852_doggetts_001455', 'nypl_1851_1852_doggetts_001456', 'nypl_1851_1852_doggetts_001457', 'nypl_1851_1852_doggetts_001460', 'nypl_1851_1852_doggetts_001461', 'nypl_1851_1852_doggetts_001465', 'nypl_1851_1852_doggetts_001466', 'nypl_1851_1852_doggetts_006166', 'nypl_1851_1852_doggetts_006564', 'nypl_1851_1852_doggetts_006565', 'nypl_1851_1852_doggetts_006577', 'nypl_1851_1852_doggetts_006578', 'nypl_1851_1852_doggetts_006580', 'nypl_1851_1852_doggetts_006581', 'nypl_1851_1852_doggetts_006582', 'nypl_1851_1852_doggetts_006583', 'nypl_1851_1852_doggetts_006584', 'nypl_1851_1852_doggetts_006586']",0.5433928571428571,"['multi_match', 'conflicting_occupation']",True
73,2,"['nypl_1851_1852_doggetts_003822', 'nypl_1851_1852_doggetts_004442']",0.52,[],False
74,3,"['nypl_1851_1852_doggetts_004763', 'nypl_1851_1852_doggetts_004774', 'nypl_1851_1852_doggetts_004778']",0.525,['multi_match'],True
75,2,"['nypl_1851_1852_doggetts_004735', 'nypl_1851_1852_doggetts_004736']",0.545,[],False
76,2,"['nypl_1851_1852_doggetts_007919', 'nypl_1851_1852_doggetts_007922']",0.745,[],False
77,3,"['nypl_1851_1852_doggetts_000778', 'nypl_1851_1852_doggetts_000785', 'nypl_1851_1852_doggetts_000787']",0.5875,['multi_match'],True
78,2,"['nypl_1851_1852_doggetts_001281', 'nypl_1851_1852_doggetts_001282']",0.52,[],False
79,2,"['nypl_1851_1852_doggetts_002814', 'nypl_1851_1852_doggetts_002817']",0.565,[],False
80,3,"['nypl_1851_1852_doggetts_000761', 'nypl_1851_1852_doggetts_000763', 'nypl_1851_1852_doggetts_000768']",0.5283333333333333,['multi_match'],True
81,2,"['nypl_1851_1852_doggetts_002756', 'nypl_1851_1852_doggetts_003093']",0.71,[],False
82,3,"['nypl_1851_1852_doggetts_000259', 'nypl_1851_1852_doggetts_000260', 'nypl_1851_1852_doggetts_000323']",0.5583333333333335,['multi_match'],True
83,4,"['nypl_1851_1852_doggetts_001679', 'nypl_1851_1852_doggetts_001712', 'nypl_1851_1852_doggetts_005041', 'nypl_1851_1852_doggetts_005988']",0.5466666666666667,['multi_match'],True
84,2,"['nypl_1851_1852_doggetts_001102', 'nypl_1851_1852_doggetts_001471']",0.64,[],False
85,27,"['nypl_1851_1852_doggetts_000577', 'nypl_1851_1852_doggetts_002337', 'nypl_1851_1852_doggetts_004340', 'nypl_1851_1852_doggetts_004677', 'nypl_1851_1852_doggetts_004679', 'nypl_1851_1852_doggetts_004680', 'nypl_1851_1852_doggetts_004681', 'nypl_1851_1852_doggetts_004682', 'nypl_1851_1852_doggetts_004684', 'nypl_1851_1852_doggetts_004686', 'nypl_1851_1852_doggetts_004687', 'nypl_1851_1852_doggetts_004760', 'nypl_1851_1852_doggetts_004762', 'nypl_1851_1852_doggetts_004764', 'nypl_1851_1852_doggetts_004765', 'nypl_1851_1852_doggetts_004768', 'nypl_1851_1852_doggetts_004771', 'nypl_1851_1852_doggetts_004772', 'nypl_1851_1852_doggetts_004775', 'nypl_1851_1852_doggetts_004777', 'nypl_1851_1852_doggetts_004858', 'nypl_1851_1852_doggetts_004859', 'nypl_1851_1852_doggetts_004873', 'nypl_1851_1852_doggetts_004875', 'nypl_1851_1852_doggetts_004877', 'nypl_1851_1852_doggetts_004878', 'nypl_1851_1852_doggetts_004892']",0.5741836734693878,['multi_match'],True
86,5,"['nypl_1851_1852_doggetts_004642', 'nypl_1851_1852_doggetts_004665', 'nypl_1851_1852_doggetts_004666', 'nypl_1851_1852_doggetts_004738', 'nypl_1851_1852_doggetts_004741']",0.6007142857142858,['multi_match'],True
87,2,"['nypl_1851_1852_doggetts_001518', 'nypl_1851_1852_doggetts_006415']",0.555,[],False
88,3,"['nypl_1851_1852_doggetts_003083', 'nypl_1851_1852_doggetts_003160', 'nypl_1851_1852_doggetts_003185']",0.5375000000000001,"['multi_match', 'conflicting_occupation']",True
89,2,"['nypl_1851_1852_doggetts_000942', 'nypl_1851_1852_doggetts_004707']",0.555,[],False
90,2,"['nypl_1851_1852_doggetts_002853', 'nypl_1851_1852_doggetts_002860']",0.565,[],False
91,2,"['nypl_1851_1852_doggetts_007743', 'nypl_1851_1852_doggetts_007744']",0.555,[],False
92,2,"['nypl_1851_1852_doggetts_003636', 'nypl_1851_1852_doggetts_003791']",0.565,[],False
93,2,"['nypl_1851_1852_doggetts_003897', 'nypl_1851_1852_doggetts_006720']",0.775,[],False
94,3,"['nypl_1851_1852_doggetts_003836', 'nypl_1851_1852_doggetts_005011', 'nypl_1851_1852_doggetts_005013']",0.5583333333333333,['multi_match'],True
95,3,"['nypl_1851_1852_doggetts_005414', 'nypl_1851_1852_doggetts_006199', 'nypl_1851_1852_doggetts_006250']",0.5483333333333333,['multi_match'],True
96,2,"['nypl_1851_1852_doggetts_000543', 'nypl_1851_1852_doggetts_000545']",0.515,[],False
97,2,"['nypl_1851_1852_doggetts_003297', 'nypl_1851_1852_doggetts_004208']",0.73,[],False
98,3,"['nypl_1851_1852_doggetts_002705', 'nypl_1851_1852_doggetts_002707', 'nypl_1851_1852_doggetts_003352']",0.5925,"['multi_match', 'conflicting_occupation']",True
99,2,"['nypl_1851_1852_doggetts_001267', 'nypl_1851_1852_doggetts_001274']",0.53,[],False
100,2,"['nypl_1851_1852_doggetts_007960', 'nypl_1851_1852_doggetts_007961']",0.58,[],False
101,2,"['nypl_1851_1852_doggetts_003589', 'nypl_1851_1852_doggetts_003598']",0.58,[],False
102,2,"['nypl_1851_1852_doggetts_002523', 'nypl_1851_1852_doggetts_006265']",0.52,[],False
103,4,"['nypl_1851_1852_doggetts_001697', 'nypl_1851_1852_doggetts_004989', 'nypl_1851_1852_doggetts_004992', 'nypl_1851_1852_doggetts_005001']",0.525,['multi_match'],True
104,2,"['nypl_1851_1852_doggetts_000299', 'nypl_1851_1852_doggetts_000318']",0.545,[],False
105,2,"['nypl_1851_1852_doggetts_006209', 'nypl_1851_1852_doggetts_006604']",0.55,[],False
106,2,"['nypl_1851_1852_doggetts_005255', 'nypl_1851_1852_doggetts_005256']",0.545,[],False
107,2,"['nypl_1851_1852_doggetts_001818', 'nypl_1851_1852_doggetts_001822']",0.53,[],False
108,5,"['nypl_1851_1852_doggetts_000747', 'nypl_1851_1852_doggetts_000751', 'nypl_1851_1852_doggetts_000753', 'nypl_1851_1852_doggetts_000765', 'nypl_1851_1852_doggetts_004923']",0.534,['multi_match'],True
109,2,"['nypl_1851_1852_doggetts_003394', 'nypl_1851_1852_doggetts_003416']",0.54,[],False
110,2,"['nypl_1851_1852_doggetts_005120', 'nypl_1851_1852_doggetts_005122']",0.755,[],False
111,4,"['nypl_1851_1852_doggetts_000536', 'nypl_1851_1852_doggetts_000538', 'nypl_1851_1852_doggetts_000540', 'nypl_1851_1852_doggetts_004005']",0.56875,"['multi_match', 'conflicting_occupation']",True
112,3,"['nypl_1851_1852_doggetts_002732', 'nypl_1851_1852_doggetts_002734', 'nypl_1851_1852_doggetts_002735']",0.565,['multi_match'],True
113,3,"['nypl_1851_1852_doggetts_001191', 'nypl_1851_1852_doggetts_006068', 'nypl_1851_1852_doggetts_006071']",0.545,"['multi_match', 'conflicting_occupation']",True
114,2,"['nypl_1851_1852_doggetts_001473', 'nypl_1851_1852_doggetts_006587']",0.58,[],False
115,4,"['nypl_1851_1852_doggetts_002961', 'nypl_1851_1852_doggetts_003137', 'nypl_1851_1852_doggetts_003138', 'nypl_1851_1852_doggetts_003140']",0.555,['multi_match'],True
116,2,"['nypl_1851_1852_doggetts_002392', 'nypl_1851_1852_doggetts_002394']",0.96,[],False
117,2,"['nypl_1851_1852_doggetts_001051', 'nypl_1851_1852_doggetts_001507']",0.545,[],False
